player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Mackensie Alexander,Minnesota Vikings,Ribs,DNP,DNP,DNP,Out
Blake Bell,Minnesota Vikings,Shoulder,DNP,DNP,DNP,Out
Pat Elflein,Minnesota Vikings,Shoulder,LIMITED,LIMITED,FULL,Available
Linval Joseph,Minnesota Vikings,Knee,LIMITED,FULL,FULL,Available
Emmanuel Lamur,Minnesota Vikings,Foot,DNP,LIMITED,LIMITED,Questionable
Jerick McKinnon,Minnesota Vikings,Shoulder,LIMITED,FULL,FULL,Available
David Morgan,Minnesota Vikings,Concussion,LIMITED,FULL,FULL,Available
Riley Reiff,Minnesota Vikings,Ankle,DNP,DNP,LIMITED,Doubtful
Mike Remmers,Minnesota Vikings,Back,LIMITED,LIMITED,FULL,Available
Xavier Rhodes,Minnesota Vikings,Hip,DNP,LIMITED,FULL,Available
Kyle Rudolph,Minnesota Vikings,Ankle,DNP,DNP,DNP,Doubtful
Jeremiah Sirles,Minnesota Vikings,Knee,LIMITED,LIMITED,FULL,Available
Shamar Stephen,Minnesota Vikings,Shoulder,LIMITED,LIMITED,FULL,Available
Adam Thielen,Minnesota Vikings,Knee,LIMITED,FULL,FULL,Available
Johnson Bademosi,New England Patriots,Illness,--,DNP,--,Available
Tom Brady,New England Patriots,Achilles,FULL,FULL,--,Available
Alan Branch,New England Patriots,Knee,DNP,DNP,DNP,Out
Malcolm Butler,New England Patriots,Ankle,LIMITED,LIMITED,--,Available
Brandin Cooks,New England Patriots,Hand,FULL,FULL,--,Available
Trey Flowers,New England Patriots,Rib,LIMITED,LIMITED,LIMITED,Questionable
Stephon Gilmore,New England Patriots,Ankle,LIMITED,LIMITED,LIMITED,Questionable
David Harris,New England Patriots,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Chris Hogan,New England Patriots,Shoulder,LIMITED,LIMITED,LIMITED,Questionable
Brandon King,New England Patriots,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Eric Lee,New England Patriots,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Matt Slater,New England Patriots,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Kyle Van Noy,New England Patriots,Calf,LIMITED,LIMITED,LIMITED,Questionable
LaAdrian Waddle,New England Patriots,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Deatrich Wise,New England Patriots,Foot,LIMITED,LIMITED,LIMITED,Questionable
Jonathan Freeny,New Orleans Saints,Not Injury Related,--,--,DNP,Available
Ted Ginn Jr.,New Orleans Saints,Rib,DNP,LIMITED,LIMITED,Questionable
Trey Hendrickson,New Orleans Saints,Ankle,DNP,DNP,DNP,Out
Josh Hill,New Orleans Saints,Shoulder,LIMITED,LIMITED,LIMITED,Available
Alvin Kamara,New Orleans Saints,Concussion,FULL,FULL,FULL,Available
Senio Kelemete,New Orleans Saints,Concussion,FULL,FULL,FULL,Available
A.J. Klein,New Orleans Saints,Groin,DNP,DNP,DNP,Out
Andrus Peat,New Orleans Saints,Groin,LIMITED,LIMITED,DNP,Questionable
Michael Thomas,New Orleans Saints,Eye,FULL,FULL,FULL,Available
Kenny Vaccaro,New Orleans Saints,Groin,LIMITED,LIMITED,LIMITED,Available
Nat Berhe,New York Giants,Hamstring,--,LIMITED,DNP,Out
Landon Collins,New York Giants,Ankle,DNP,LIMITED,DNP,Doubtful
Brandon Dixon,New York Giants,"Heel,hamstring",LIMITED,LIMITED,LIMITED,Questionable
Rhett Ellison,New York Giants,Finger,LIMITED,LIMITED,LIMITED,Available
B.J. Goodson,New York Giants,Ankle,LIMITED,LIMITED,LIMITED,Available
Damon Harrison,New York Giants,Not Injury Related,DNP,LIMITED,FULL,Available
Roger Lewis,New York Giants,Ankle,DNP,DNP,LIMITED,Questionable
Jason Pierre-Paul,New York Giants,Finger,LIMITED,FULL,FULL,Available
Justin Pugh,New York Giants,Back,DNP,DNP,--,Available
Travis Rudolph,New York Giants,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Sterling Shepard,New York Giants,Hamstring,--,LIMITED,LIMITED,Available
Robby Anderson,New York Jets,Hamstring,FULL,FULL,FULL,Available
James Carpenter,New York Jets,Knee,FULL,FULL,FULL,Available
Bruce Carter,New York Jets,Groin,LIMITED,LIMITED,FULL,Available
Morris Claiborne,New York Jets,Foot,DNP,LIMITED,FULL,Available
Matt Forte,New York Jets,Knee,DNP,DNP,DNP,Questionable
Thomas Hennessy,New York Jets,Concussion,LIMITED,LIMITED,FULL,Available
Jordan Jenkins,New York Jets,Shoulder,FULL,FULL,FULL,Available
Jermaine Kearse,New York Jets,Shoulder,FULL,FULL,FULL,Available
Marcus Maye,New York Jets,Finger,FULL,FULL,FULL,Available
Elijah McGuire,New York Jets,Ankle,DNP,LIMITED,FULL,Available
Steve McLendon,New York Jets,Hip,--,LIMITED,FULL,Available
Rontez Miles,New York Jets,Hamstring,DNP,LIMITED,FULL,Available
Rashard Robinson,New York Jets,Not Injury Related,DNP,FULL,FULL,Available
Brandon Shell,New York Jets,Knee,--,--,FULL,Available
Muhammad Wilkerson,New York Jets,Not Injury Related,--,--,DNP,Out
Brian Winters,New York Jets,"Abdomen,ankle",DNP,LIMITED,LIMITED,Questionable
David Amerson,Oakland Raiders,Foot,LIMITED,DNP,DNP,Doubtful
Denico Autry,Oakland Raiders,"Hand,ankle",DNP,LIMITED,FULL,Questionable
Jared Cook,Oakland Raiders,Wrist,LIMITED,LIMITED,FULL,Available
Amari Cooper,Oakland Raiders,Ankle,DNP,DNP,DNP,Out
Mario Edwards Jr.,Oakland Raiders,Ankle,DNP,DNP,DNP,Out
Jon Feliciano,Oakland Raiders,Concussion,DNP,LIMITED,LIMITED,Questionable
Bruce Irvin,Oakland Raiders,Not Injury Related,DNP,--,--,Available
Marshawn Lynch,Oakland Raiders,Not Injury Related,--,DNP,--,Available
Khalil Mack,Oakland Raiders,Not Injury Related,DNP,--,--,Available
Keith McGill,Oakland Raiders,Knee,LIMITED,LIMITED,LIMITED,Questionable
Obi Melifonwu,Oakland Raiders,Hip,DNP,DNP,DNP,Out
Jamize Olawale,Oakland Raiders,Ankle,FULL,FULL,FULL,Available
Cordarrelle Patterson,Oakland Raiders,Hip,FULL,FULL,FULL,Available
Clive Walford,Oakland Raiders,"Concussion,neck",DNP,DNP,DNP,Out
Jihad Ward,Oakland Raiders,Foot,FULL,FULL,FULL,Available
Derek Barnett,Philadelphia Eagles,Groin,FULL,FULL,FULL,Available
Brent Celek,Philadelphia Eagles,Not Injury Related,DNP,FULL,FULL,Available
Zach Ertz,Philadelphia Eagles,Concussion,FULL,FULL,FULL,Available
Alshon Jeffery,Philadelphia Eagles,Illness,--,DNP,FULL,Available
Rodney McLeod,Philadelphia Eagles,Quadricep,LIMITED,FULL,FULL,Available
Steven Means,Philadelphia Eagles,Illness,--,DNP,FULL,Available
Joe Walker,Philadelphia Eagles,Neck,FULL,FULL,FULL,Available
Stefen Wisniewski,Philadelphia Eagles,Ankle,DNP,LIMITED,LIMITED,Questionable
Martavis Bryant,Pittsburgh Steelers,Not Injury Related,DNP,FULL,FULL,Available
Joe Haden,Pittsburgh Steelers,Fibula,LIMITED,LIMITED,LIMITED,Questionable
Tyler Matakevich,Pittsburgh Steelers,Shoulder,LIMITED,LIMITED,FULL,Available
Vance McDonald,Pittsburgh Steelers,Shoulder,DNP,DNP,DNP,Out
Maurkice Pouncey,Pittsburgh Steelers,Hip,--,LIMITED,FULL,Available
Coty Sensabaugh,Pittsburgh Steelers,Shoulder,DNP,DNP,FULL,Questionable
JuJu Smith-Schuster,Pittsburgh Steelers,Hamstring,--,LIMITED,LIMITED,Questionable
Stephon Tuitt,Pittsburgh Steelers,Illness,DNP,FULL,FULL,Available
Trenton Brown,San Francisco 49ers,Shoulder,DNP,DNP,DNP,Out
DeForest Buckner,San Francisco 49ers,Not Injury Related,--,DNP,FULL,Available
Garrett Celek,San Francisco 49ers,Knee,LIMITED,LIMITED,FULL,Available
Adrian Colbert,San Francisco 49ers,"Thumb,thigh",LIMITED,LIMITED,LIMITED,Available
Elvis Dumervil,San Francisco 49ers,Not Injury Related,DNP,FULL,FULL,Available
George Kittle,San Francisco 49ers,Ankle,FULL,FULL,FULL,Available
Greg Mabin,San Francisco 49ers,Calf,--,LIMITED,LIMITED,Questionable
Earl Mitchell,San Francisco 49ers,Not Injury Related,--,DNP,FULL,Available
Louis Murphy,San Francisco 49ers,Illness,DNP,LIMITED,LIMITED,Available
Mark Nzeocha,San Francisco 49ers,Hamstring,LIMITED,LIMITED,LIMITED,Available
Eric Reid,San Francisco 49ers,"Knee,rib",LIMITED,LIMITED,FULL,Available
Joe Staley,San Francisco 49ers,Not Injury Related,DNP,FULL,FULL,Available
Ahkello Witherspoon,San Francisco 49ers,Knee,LIMITED,FULL,LIMITED,Questionable
Michael Bennett,Seattle Seahawks,Knee,DNP,DNP,FULL,Available
Duane Brown,Seattle Seahawks,Ankle,LIMITED,DNP,FULL,Available
Kam Chancellor,Seattle Seahawks,Neck,DNP,DNP,DNP,Out
Justin Coleman,Seattle Seahawks,Shoulder,LIMITED,FULL,FULL,Available
Mike Davis,Seattle Seahawks,Ribs,LIMITED,FULL,FULL,Available
Jimmy Graham,Seattle Seahawks,Ankle,LIMITED,DNP,FULL,Available
Luke Joeckel,Seattle Seahawks,Knee,LIMITED,LIMITED,FULL,Available
Nazair Jones,Seattle Seahawks,Ankle,DNP,DNP,DNP,Doubtful
Dion Jordan,Seattle Seahawks,Neck,LIMITED,FULL,FULL,Available
Byron Maxwell,Seattle Seahawks,Shoulder,LIMITED,FULL,FULL,Available
Ethan Pocic,Seattle Seahawks,Ankle,LIMITED,FULL,FULL,Available
Earl Thomas,Seattle Seahawks,Heel,--,DNP,FULL,Available
Bobby Wagner,Seattle Seahawks,Hamstring,DNP,DNP,DNP,Questionable
K.J. Wright,Seattle Seahawks,Concussion,DNP,DNP,DNP,Doubtful
Cameron Brate,Tampa Bay Buccaneers,Hip,LIMITED,FULL,FULL,Available
Lavonte David,Tampa Bay Buccaneers,Hamstring,DNP,DNP,DNP,Out
Vernon Hargreaves III,Tampa Bay Buccaneers,Hamstring,LIMITED,LIMITED,DNP,Out
Joe Hawley,Tampa Bay Buccaneers,Illness,DNP,FULL,FULL,Available
Gerald McCoy,Tampa Bay Buccaneers,Biceps,DNP,DNP,DNP,Out
Clinton McDonald,Tampa Bay Buccaneers,Back,LIMITED,LIMITED,FULL,Questionable
Josh Robinson,Tampa Bay Buccaneers,Hamstring,LIMITED,LIMITED,FULL,Questionable
Donovan Smith,Tampa Bay Buccaneers,Shoulder,LIMITED,LIMITED,FULL,Questionable
J.R. Sweezy,Tampa Bay Buccaneers,Shin,DNP,FULL,LIMITED,Questionable
T.J. Ward,Tampa Bay Buccaneers,Concussion,FULL,FULL,FULL,Available
Johnathan Cyprien,Tennessee Titans,Back,DNP,DNP,DNP,Questionable
Taylor Lewan,Tennessee Titans,Back,DNP,FULL,FULL,Available
Marcus Mariota,Tennessee Titans,Knee,FULL,FULL,FULL,Available
Derrick Morgan,Tennessee Titans,Knee,LIMITED,LIMITED,DNP,Out
Phillip Supernaw,Tennessee Titans,Ankle,DNP,DNP,LIMITED,Questionable
Ryan Anderson,Washington Redskins,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Zach Brown,Washington Redskins,"Illness,toe, Achilles, Hip",DNP,DNP,DNP,Out
