player_name,team,injury,wed_ps,thu_ps,fri_ps,final
Budda Baker,Arizona Cardinals,Ankle,LIMITED,FULL,FULL,Available
Karlos Dansby,Arizona Cardinals,"Finger,hamstring",LIMITED,FULL,FULL,Available
Andre Ellington,Arizona Cardinals,Quadricep,FULL,FULL,FULL,Available
Johnathan Ford,Arizona Cardinals,Foot,LIMITED,FULL,FULL,Available
Brittan Golden,Arizona Cardinals,Groin,LIMITED,LIMITED,LIMITED,Questionable
Frostee Rucker,Arizona Cardinals,Shin,LIMITED,FULL,FULL,Available
Chad Williams,Arizona Cardinals,Back,LIMITED,LIMITED,LIMITED,Questionable
Matt Bryant,Atlanta Falcons,Right Calf,DNP,DNP,LIMITED,Available
Devonta Freeman,Atlanta Falcons,Knee,LIMITED,FULL,FULL,Available
Grady Jarrett,Atlanta Falcons,Ribs,LIMITED,LIMITED,LIMITED,Available
Julio Jones,Atlanta Falcons,Ankle,DNP,DNP,LIMITED,Available
Andrew Levitre,Atlanta Falcons,Knee,--,LIMITED,LIMITED,Questionable
Takkarist McKinley,Atlanta Falcons,Shoulder,LIMITED,LIMITED,FULL,Available
Duke Riley,Atlanta Falcons,Knee,DNP,DNP,DNP,Out
Desmond Trufant,Atlanta Falcons,Ankle,LIMITED,FULL,FULL,Available
Charles Clay,Buffalo Bills,Knee,LIMITED,LIMITED,LIMITED,Questionable
E.J. Gaines,Buffalo Bills,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
Cordy Glenn,Buffalo Bills,"Foot,ankle",DNP,DNP,DNP,Out
Seantrel Henderson,Buffalo Bills,Back,--,--,DNP,Questionable
Richie Incognito,Buffalo Bills,Not Injury Related,--,DNP,--,Available
Zay Jones,Buffalo Bills,Ankle,DNP,DNP,DNP,Out
Mike Adams,Carolina Panthers,Concussion,LIMITED,FULL,FULL,Available
Kaelin Clay,Carolina Panthers,Ribs,--,FULL,FULL,Available
Graham Gano,Carolina Panthers,Right Knee,FULL,FULL,FULL,Available
Charles Johnson,Carolina Panthers,Not Injury Related,DNP,FULL,FULL,Available
Ryan Kalil,Carolina Panthers,Neck,DNP,DNP,DNP,Out
Chris Manhertz,Carolina Panthers,Concussion,LIMITED,FULL,FULL,Available
Cam Newton,Carolina Panthers,Right Shoulder,LIMITED,FULL,FULL,Available
Curtis Samuel,Carolina Panthers,Ankle,LIMITED,FULL,FULL,Available
Jonathan Stewart,Carolina Panthers,Toe,FULL,FULL,FULL,Available
John Theus,Carolina Panthers,Concussion,LIMITED,FULL,FULL,Available
Trai Turner,Carolina Panthers,Knee,FULL,FULL,FULL,Available
Bryce Callahan,Chicago Bears,Knee,DNP,DNP,DNP,Questionable
Tom Compton,Chicago Bears,Ankle,DNP,DNP,DNP,Questionable
Hroniss Grasu,Chicago Bears,Hand,FULL,--,--,Available
Kyle Long,Chicago Bears,Finger,LIMITED,LIMITED,LIMITED,Questionable
Sherrick McManis,Chicago Bears,Hamstring,DNP,DNP,DNP,Questionable
Roy Robertson-Harris,Chicago Bears,Hamstring,DNP,DNP,DNP,Questionable
Dion Sims,Chicago Bears,Illness,DNP,DNP,DNP,Questionable
John Timu,Chicago Bears,"Ankle,knee",FULL,--,--,Available
Danny Trevathan,Chicago Bears,Calf,DNP,DNP,DNP,Questionable
Markus Wheaton,Chicago Bears,Groin,LIMITED,FULL,--,Available
Cody Whitehair,Chicago Bears,Elbow,FULL,--,--,Available
Tyler Boyd,Cincinnati Bengals,Knee,LIMITED,LIMITED,FULL,Available
Randy Bullock,Cincinnati Bengals,Back,DNP,DNP,LIMITED,Questionable
Vontaze Burfict,Cincinnati Bengals,Thigh,LIMITED,LIMITED,FULL,Available
Jeremy Hill,Cincinnati Bengals,Ankle,DNP,DNP,DNP,Out
Michael Johnson,Cincinnati Bengals,Back,LIMITED,LIMITED,FULL,Available
Dre Kirkpatrick,Cincinnati Bengals,Illness,--,DNP,FULL,Available
Brandon LaFell,Cincinnati Bengals,Hamstring,LIMITED,LIMITED,FULL,Available
Kevin Minter,Cincinnati Bengals,Elbow,DNP,DNP,DNP,Out
Pat Sims,Cincinnati Bengals,Calf,DNP,DNP,DNP,Out
Chris Smith,Cincinnati Bengals,Ankle,LIMITED,LIMITED,FULL,Available
Shawn Williams,Cincinnati Bengals,Hamstring,DNP,LIMITED,DNP,Doubtful
Briean Boddy-Calhoun,Cleveland Browns,Hamstring,LIMITED,LIMITED,FULL,Available
Kenny Britt,Cleveland Browns,Knee,LIMITED,LIMITED,FULL,Available
Ibraheim Campbell,Cleveland Browns,Hamstring,LIMITED,--,--,Available
Trevon Coley,Cleveland Browns,Neck,LIMITED,LIMITED,FULL,Available
Jamie Collins,Cleveland Browns,Shoulder,FULL,FULL,FULL,Available
Jason McCourty,Cleveland Browns,Ankle,LIMITED,LIMITED,FULL,Available
Larry Ogunjobi,Cleveland Browns,Groin,LIMITED,LIMITED,LIMITED,Questionable
Jabrill Peppers,Cleveland Browns,Toe,LIMITED,LIMITED,FULL,Available
Jamar Taylor,Cleveland Browns,Ribs,FULL,FULL,FULL,Available
Chidobe Awuzie,Dallas Cowboys,Hamstring,FULL,FULL,FULL,Questionable
Dan Bailey,Dallas Cowboys,Right Groin,DNP,DNP,DNP,Out
Noah Brown,Dallas Cowboys,Thigh,FULL,FULL,FULL,Available
Dez Bryant,Dallas Cowboys,"Knee,ankle",DNP,DNP,LIMITED,Questionable
Maliek Collins,Dallas Cowboys,Foot,LIMITED,LIMITED,LIMITED,Questionable
Ezekiel Elliott,Dallas Cowboys,Not Injury Related,--,DNP,--,Available
Tyron Smith,Dallas Cowboys,"Back,groin",DNP,DNP,DNP,Questionable
Geoff Swaim,Dallas Cowboys,Knee,--,--,DNP,Questionable
C.J. Anderson,Denver Broncos,"Ankle,illness",LIMITED,DNP,FULL,Available
Jamaal Charles,Denver Broncos,Not Injury Related,DNP,FULL,FULL,Available
Todd Davis,Denver Broncos,Ankle,LIMITED,LIMITED,FULL,Questionable
Bennie Fowler,Denver Broncos,Ankle,DNP,LIMITED,FULL,Available
Cody Latimer,Denver Broncos,Knee,FULL,FULL,FULL,Available
Ronald Leary,Denver Broncos,Elbow,DNP,LIMITED,FULL,Available
Brandon Marshall,Denver Broncos,Shoulder,FULL,FULL,FULL,Available
Matt Paradis,Denver Broncos,Back,DNP,LIMITED,FULL,Available
Domata Peko,Denver Broncos,Not Injury Related,DNP,FULL,FULL,Available
Shane Ray,Denver Broncos,Wrist,FULL,FULL,FULL,Available
Emmanuel Sanders,Denver Broncos,Ankle,LIMITED,FULL,FULL,Questionable
Donald Stephenson,Denver Broncos,Calf,LIMITED,LIMITED,LIMITED,Questionable
Darian Stewart,Denver Broncos,Thigh,LIMITED,FULL,FULL,Available
Demaryius Thomas,Denver Broncos,Hamstring,DNP,LIMITED,FULL,Available
Derek Wolfe,Denver Broncos,Neck,--,DNP,FULL,Available
Ezekiel Ansah,Detroit Lions,Back,DNP,DNP,DNP,Doubtful
Don Carey,Detroit Lions,Knee,LIMITED,LIMITED,LIMITED,Questionable
Kenny Golladay,Detroit Lions,Hamstring,LIMITED,LIMITED,LIMITED,Questionable
T.J. Lang,Detroit Lions,Concussion,LIMITED,DNP,DNP,Out
Jalen Reeves-Maybin,Detroit Lions,Ankle,DNP,DNP,DNP,Out
Greg Robinson,Detroit Lions,Ankle,LIMITED,LIMITED,--,Available
Martellus Bennett,Green Bay Packers,Shoulder,DNP,--,--,Available
Ahmad Brooks,Green Bay Packers,Back,LIMITED,LIMITED,LIMITED,Questionable
Bryan Bulaga,Green Bay Packers,Knee,DNP,DNP,DNP,Out
Morgan Burnett,Green Bay Packers,Groin,DNP,DNP,DNP,Out
Quinton Dial,Green Bay Packers,Chest,DNP,DNP,DNP,Out
Justin McCray,Green Bay Packers,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Nick Perry,Green Bay Packers,Foot,LIMITED,LIMITED,LIMITED,Available
Lane Taylor,Green Bay Packers,Ankle,FULL,FULL,FULL,Available
Joe Thomas,Green Bay Packers,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Jeff Allen,Houston Texans,Hand,FULL,FULL,FULL,Available
Jadeveon Clowney,Houston Texans,Knee,LIMITED,LIMITED,FULL,Available
Dylan Cole,Houston Texans,Hamstring,DNP,DNP,DNP,Out
Brandon Dunn,Houston Texans,Back,FULL,FULL,FULL,Available
Bruce Ellington,Houston Texans,Ribs,FULL,FULL,FULL,Available
Will Fuller,Houston Texans,Knee,FULL,FULL,FULL,Available
Marcus Gilchrist,Houston Texans,Shoulder,LIMITED,FULL,FULL,Available
Ryan Griffin,Houston Texans,Concussion,DNP,DNP,--,Available
Joel Heath,Houston Texans,Knee,DNP,DNP,DNP,Out
Ben Heeney,Houston Texans,Elbow,FULL,FULL,FULL,Available
Jelani Jenkins,Houston Texans,Hand,FULL,FULL,FULL,Available
Johnathan Joseph,Houston Texans,Knee,DNP,LIMITED,FULL,Available
Greg Mancz,Houston Texans,Knee,FULL,FULL,FULL,Available
Chris Thompson,Houston Texans,Shoulder,LIMITED,FULL,FULL,Available
Carlos Watkins,Houston Texans,Knee,FULL,FULL,FULL,Available
Jonathan Weeks,Houston Texans,Knee,FULL,FULL,FULL,Available
Kamar Aiken,Indianapolis Colts,Hamstring,DNP,DNP,DNP,Out
Henry Anderson,Indianapolis Colts,Throat,DNP,DNP,--,Available
Vontae Davis,Indianapolis Colts,Groin,LIMITED,LIMITED,--,Available
Frank Gore,Indianapolis Colts,Not Injury Related,--,DNP,FULL,Available
T.Y. Hilton,Indianapolis Colts,Groin,--,LIMITED,LIMITED,Questionable
Matt Jones,Indianapolis Colts,Ankle,FULL,FULL,FULL,Available
John Simon,Indianapolis Colts,Neck,DNP,DNP,DNP,Out
Quincy Wilson,Indianapolis Colts,Knee,LIMITED,LIMITED,LIMITED,Questionable
Arrelious Benn,Jacksonville Jaguars,Groin,LIMITED,FULL,FULL,Available
Blake Bortles,Jacksonville Jaguars,Right Wrist,FULL,FULL,FULL,Available
A.J. Cann,Jacksonville Jaguars,Triceps,LIMITED,LIMITED,LIMITED,Questionable
Marcell Dareus,Jacksonville Jaguars,Illness,DNP,DNP,FULL,Available
Marqise Lee,Jacksonville Jaguars,Knee,DNP,LIMITED,LIMITED,Questionable
Patrick Omameh,Jacksonville Jaguars,Knee,LIMITED,LIMITED,LIMITED,Questionable
Jermey Parnell,Jacksonville Jaguars,Knee,LIMITED,LIMITED,LIMITED,Questionable
Jalen Ramsey,Jacksonville Jaguars,Groin,LIMITED,LIMITED,FULL,Available
Joe Barksdale,Los Angeles Chargers,Foot,FULL,FULL,DNP,Questionable
Denzel Perryman,Los Angeles Chargers,Ankle,FULL,FULL,FULL,Available
Hayes Pullard,Los Angeles Chargers,Neck,LIMITED,LIMITED,LIMITED,Questionable
Spencer Pulley,Los Angeles Chargers,Knee,LIMITED,FULL,FULL,Available
Mark Barron,Los Angeles Rams,Not Injury Related,DNP,LIMITED,FULL,Available
Connor Barwin,Los Angeles Rams,Not Injury Related,DNP,FULL,FULL,Available
Malcolm Brown,Los Angeles Rams,Knee,DNP,DNP,DNP,Out
Derek Carrier,Los Angeles Rams,Hamstring,DNP,DNP,DNP,Doubtful
Robert Quinn,Los Angeles Rams,Illness,DNP,DNP,DNP,Doubtful
John Sullivan,Los Angeles Rams,Not Injury Related,DNP,LIMITED,FULL,Available
Andrew Whitworth,Los Angeles Rams,Not Injury Related,DNP,LIMITED,FULL,Available
Jay Cutler,Miami Dolphins,Ribs,FULL,FULL,FULL,Available
Jakeem Grant,Miami Dolphins,Illness,DNP,LIMITED,FULL,Questionable
William Hayes,Miami Dolphins,Hamstring,FULL,FULL,FULL,Available
Mike Hull,Miami Dolphins,"Shoulder,ankle",LIMITED,FULL,FULL,Questionable
Ja'Wuan James,Miami Dolphins,Hamstring,DNP,DNP,--,Available
Ted Larsen,Miami Dolphins,Biceps,FULL,FULL,FULL,Questionable
Bobby McCain,Miami Dolphins,Hamstring,LIMITED,FULL,FULL,Questionable
Mike Pouncey,Miami Dolphins,Hip,FULL,FULL,FULL,Available
Ndamukong Suh,Miami Dolphins,Knee,DNP,FULL,FULL,Available
Michael Thomas,Miami Dolphins,Knee,DNP,DNP,LIMITED,Questionable
Damien Williams,Miami Dolphins,Illness,DNP,DNP,FULL,Questionable
Teddy Bridgewater,Minnesota Vikings,Knee,FULL,FULL,FULL,Available
Stefon Diggs,Minnesota Vikings,Tooth,--,LIMITED,FULL,Available
Nick Easton,Minnesota Vikings,Calf,FULL,FULL,FULL,Available
Michael Floyd,Minnesota Vikings,Hamstring,FULL,FULL,FULL,Available
Everson Griffen,Minnesota Vikings,"Foot,back",DNP,DNP,LIMITED,Questionable
Anthony Harris,Minnesota Vikings,Hamstring,LIMITED,LIMITED,FULL,Questionable
Danny Isidora,Minnesota Vikings,Ankle,LIMITED,FULL,FULL,Available
Mike Remmers,Minnesota Vikings,Concussion,DNP,DNP,DNP,Out
Jeremiah Sirles,Minnesota Vikings,Knee,DNP,DNP,DNP,Out
Laquon Treadwell,Minnesota Vikings,Toe,FULL,FULL,FULL,Available
Stephen Weatherly,Minnesota Vikings,Knee,DNP,LIMITED,FULL,Questionable
Danny Amendola,New England Patriots,Knee,LIMITED,LIMITED,LIMITED,Questionable
Martellus Bennett,New England Patriots,Shoulder,--,--,LIMITED,Questionable
Malcom Brown,New England Patriots,Ankle,DNP,DNP,DNP,Out
Marcus Cannon,New England Patriots,Ankle,DNP,DNP,DNP,Out
Stephon Gilmore,New England Patriots,"Concussion,ankle",LIMITED,LIMITED,LIMITED,Questionable
Chris Hogan,New England Patriots,Shoulder,DNP,DNP,DNP,Out
Cassius Marsh,New England Patriots,Shoulder,LIMITED,LIMITED,LIMITED,Questionable
Eric Rowe,New England Patriots,Groin,LIMITED,LIMITED,LIMITED,Questionable
Terron Armstead,New Orleans Saints,Chest,DNP,DNP,LIMITED,Questionable
Alex Okafor,New Orleans Saints,Ankle,LIMITED,LIMITED,--,Available
Michael Thomas,New Orleans Saints,Ankle,LIMITED,LIMITED,--,Available
Kenny Vaccaro,New Orleans Saints,Groin,DNP,DNP,DNP,Out
Larry Warford,New Orleans Saints,Abdomen,LIMITED,LIMITED,LIMITED,Questionable
Jonathan Casillas,New York Giants,Neck,LIMITED,LIMITED,LIMITED,Questionable
Donte Deayon,New York Giants,Ankle,LIMITED,LIMITED,LIMITED,Doubtful
B.J. Goodson,New York Giants,Ankle,DNP,DNP,DNP,Out
Devon Kennard,New York Giants,Quadricep,DNP,DNP,DNP,Out
Calvin Munson,New York Giants,Quadricep,LIMITED,LIMITED,LIMITED,Questionable
Jason Pierre-Paul,New York Giants,Not Injury Related,--,DNP,FULL,Available
Justin Pugh,New York Giants,Back,LIMITED,LIMITED,LIMITED,Available
Keenan Robinson,New York Giants,Quadricep,DNP,DNP,DNP,Out
Dalvin Tomlinson,New York Giants,Ankle,LIMITED,FULL,FULL,Available
Olivier Vernon,New York Giants,Ankle,LIMITED,LIMITED,LIMITED,Questionable
Kerry Wynn,New York Giants,Knee,LIMITED,LIMITED,LIMITED,Questionable
Kelvin Beachum,New York Jets,Knee,FULL,FULL,FULL,Available
Terrence Brooks,New York Jets,Hamstring,FULL,FULL,FULL,Available
James Carpenter,New York Jets,Shoulder,FULL,FULL,FULL,Available
Bruce Carter,New York Jets,Hamstring,FULL,FULL,FULL,Available
Morris Claiborne,New York Jets,Foot,DNP,LIMITED,LIMITED,Questionable
Kony Ealy,New York Jets,Back,FULL,FULL,FULL,Available
Matt Forte,New York Jets,Knee,DNP,DNP,DNP,Out
Christian Hackenberg,New York Jets,Right Finger,LIMITED,FULL,FULL,Available
Jonotthan Harrison,New York Jets,Hand,FULL,DNP,DNP,Questionable
Josh Martin,New York Jets,Ankle,FULL,FULL,FULL,Available
Marcus Maye,New York Jets,Eye,--,--,FULL,Available
Steve McLendon,New York Jets,Hamstring,FULL,FULL,FULL,Available
Brandon Shell,New York Jets,Neck,FULL,FULL,FULL,Available
ArDarius Stewart,New York Jets,Groin,--,--,LIMITED,Questionable
