player_name,pos,team_name,snap_num,short_l__tgt,short_mid__tgt,short_r__tgt,deep_l__tgt,deep_mid__tgt,deep_r__tgt
Chris Hogan,WR,New England Patriots,591,0.288135593220339,0.3220338983050847,0.1016949152542373,0.0847457627118644,0.11864406779661017,0.0847457627118644
Mark Ingram,RB,New Orleans Saints,532,0.38028169014084506,0.1267605633802817,0.49295774647887325,0.0,0.0,0.0
Alvin Kamara,RB,New Orleans Saints,466,0.41,0.14,0.38,0.03,0.0,0.04
Coby Fleener,TE,New Orleans Saints,269,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.0,0.1,0.03333333333333333
Josh Hill,TE,New Orleans Saints,397,0.22727272727272727,0.18181818181818182,0.45454545454545453,0.045454545454545456,0.09090909090909091,0.0
Michael Hoomanawanui,TE,New Orleans Saints,237,0.2,0.2,0.3,0.1,0.1,0.1
Brandon Coleman,WR,New Orleans Saints,585,0.32432432432432434,0.1891891891891892,0.2702702702702703,0.05405405405405406,0.05405405405405406,0.10810810810810811
Ted Ginn,WR,New Orleans Saints,614,0.3142857142857143,0.04285714285714286,0.34285714285714286,0.1,0.11428571428571428,0.08571428571428572
Willie Snead,WR,New Orleans Saints,174,0.4375,0.125,0.3125,0.0625,0.0,0.0625
Michael Thomas,WR,New Orleans Saints,851,0.30201342281879195,0.11409395973154363,0.348993288590604,0.1476510067114094,0.013422818791946308,0.0738255033557047
Orleans Darkwa,RB,New York Giants,303,0.39285714285714285,0.21428571428571427,0.39285714285714285,0.0,0.0,0.0
Paul Perkins,RB,New York Giants,115,0.3,0.2,0.5,0.0,0.0,0.0
Shane Vereen,RB,New York Giants,306,0.22641509433962265,0.3584905660377358,0.39622641509433965,0.018867924528301886,0.0,0.0
Rhett Ellison,TE,New York Giants,430,0.1875,0.34375,0.40625,0.0625,0.0,0.0
Evan Engram,TE,New York Giants,777,0.23478260869565218,0.2782608695652174,0.2956521739130435,0.06956521739130435,0.034782608695652174,0.08695652173913043
Odell Beckham,WR,New York Giants,211,0.275,0.075,0.475,0.05,0.05,0.075
Marquis Bundy,WR,New York Giants,64,1.0,0.0,0.0,0.0,0.0,0.0
Tavarres King,WR,New York Giants,393,0.2702702702702703,0.10810810810810811,0.32432432432432434,0.10810810810810811,0.08108108108108109,0.10810810810810811
Roger Lewis,WR,New York Giants,681,0.4647887323943662,0.19718309859154928,0.15492957746478872,0.11267605633802817,0.028169014084507043,0.04225352112676056
Brandon Marshall,WR,New York Giants,256,0.48484848484848486,0.09090909090909091,0.24242424242424243,0.15151515151515152,0.0,0.030303030303030304
Darius Powe,WR,New York Giants,48,0.25,0.25,0.5,0.0,0.0,0.0
Travis Rudolph,WR,New York Giants,248,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616
Sterling Shepard,WR,New York Giants,687,0.19047619047619047,0.44047619047619047,0.2261904761904762,0.07142857142857142,0.023809523809523808,0.047619047619047616
Matt Forte,RB,New York Jets,338,0.34782608695652173,0.2391304347826087,0.391304347826087,0.021739130434782608,0.0,0.0
Bilal Powell,RB,New York Jets,312,0.4375,0.3125,0.21875,0.03125,0.0,0.0
Austin Seferian-Jenkins,TE,New York Jets,653,0.28378378378378377,0.25675675675675674,0.3783783783783784,0.013513513513513514,0.04054054054054054,0.02702702702702703
Eric Tomlinson,TE,New York Jets,235,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091
Will Tye,TE,New York Jets,79,0.5,0.0,0.5,0.0,0.0,0.0
Robby Anderson,WR,New York Jets,810,0.24561403508771928,0.05263157894736842,0.40350877192982454,0.07894736842105263,0.07017543859649122,0.14912280701754385
Chad Hansen,WR,New York Jets,231,0.29411764705882354,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.058823529411764705,0.0
Jermaine Kearse,WR,New York Jets,879,0.3627450980392157,0.21568627450980393,0.2549019607843137,0.0392156862745098,0.0392156862745098,0.08823529411764706
Jeremy Kerley,WR,New York Jets,271,0.37037037037037035,0.2222222222222222,0.2222222222222222,0.07407407407407407,0.0,0.1111111111111111
Marshawn Lynch,RB,Oakland Raiders,451,0.3870967741935484,0.1935483870967742,0.41935483870967744,0.0,0.0,0.0
Jared Cook,TE,Oakland Raiders,791,0.3372093023255814,0.20930232558139536,0.3023255813953488,0.09302325581395349,0.023255813953488372,0.03488372093023256
Clive Walford,TE,Oakland Raiders,71,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693
Amari Cooper,WR,Oakland Raiders,710,0.3333333333333333,0.0625,0.3645833333333333,0.10416666666666667,0.052083333333333336,0.08333333333333333
Michael Crabtree,WR,Oakland Raiders,594,0.3069306930693069,0.0891089108910891,0.3564356435643564,0.1485148514851485,0.0297029702970297,0.06930693069306931
Johnny Holton,WR,Oakland Raiders,169,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.2777777777777778
Cordarrelle Patterson,WR,Oakland Raiders,424,0.42857142857142855,0.11904761904761904,0.3333333333333333,0.023809523809523808,0.023809523809523808,0.07142857142857142
Seth Roberts,WR,Oakland Raiders,749,0.36923076923076925,0.18461538461538463,0.2153846153846154,0.1076923076923077,0.06153846153846154,0.06153846153846154
Wendell Smallwood,RB,Philadelphia Eagles,167,0.6111111111111112,0.1111111111111111,0.2777777777777778,0.0,0.0,0.0
Darren Sproles,RB,Philadelphia Eagles,84,0.3333333333333333,0.25,0.4166666666666667,0.0,0.0,0.0
Brent Celek,TE,Philadelphia Eagles,358,0.25,0.16666666666666666,0.5,0.08333333333333333,0.0,0.0
Zach Ertz,TE,Philadelphia Eagles,776,0.3090909090909091,0.3,0.2818181818181818,0.03636363636363636,0.045454545454545456,0.02727272727272727
Nelson Agholor,WR,Philadelphia Eagles,811,0.2736842105263158,0.15789473684210525,0.3263157894736842,0.09473684210526316,0.021052631578947368,0.12631578947368421
Mack Hollins,WR,Philadelphia Eagles,242,0.22727272727272727,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.045454545454545456,0.09090909090909091
Alshon Jeffery,WR,Philadelphia Eagles,927,0.25,0.10833333333333334,0.2916666666666667,0.11666666666666667,0.08333333333333333,0.15
Torrey Smith,WR,Philadelphia Eagles,735,0.23529411764705882,0.08823529411764706,0.38235294117647056,0.07352941176470588,0.11764705882352941,0.10294117647058823
Le'Veon Bell,RB,Pittsburgh Steelers,943,0.36893203883495146,0.3106796116504854,0.32038834951456313,0.0,0.0,0.0
Fitzgerald Toussaint,RB,Pittsburgh Steelers,30,0.5,0.5,0.0,0.0,0.0,0.0
Xavier Grimble,TE,Pittsburgh Steelers,90,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222
Jesse James,TE,Pittsburgh Steelers,856,0.203125,0.453125,0.28125,0.0625,0.0,0.0
Antonio Brown,WR,Pittsburgh Steelers,888,0.2356687898089172,0.16560509554140126,0.21656050955414013,0.12101910828025478,0.08917197452229299,0.17197452229299362
Martavis Bryant,WR,Pittsburgh Steelers,681,0.1951219512195122,0.14634146341463414,0.34146341463414637,0.12195121951219512,0.036585365853658534,0.15853658536585366
Darrius Heyward-Bey,WR,Pittsburgh Steelers,41,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
Eli Rogers,WR,Pittsburgh Steelers,327,0.3611111111111111,0.3055555555555556,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.08333333333333333
JuJu Smith-Schuster,WR,Pittsburgh Steelers,679,0.24675324675324675,0.24675324675324675,0.2857142857142857,0.012987012987012988,0.11688311688311688,0.09090909090909091
Kyle Juszczyk,FB,San Francisco 49ers,357,0.4523809523809524,0.11904761904761904,0.3333333333333333,0.09523809523809523,0.0,0.0
Matt Breida,RB,San Francisco 49ers,247,0.5277777777777778,0.05555555555555555,0.4166666666666667,0.0,0.0,0.0
Carlos Hyde,RB,San Francisco 49ers,783,0.4318181818181818,0.2159090909090909,0.32954545454545453,0.0,0.011363636363636364,0.011363636363636364
Garrett Celek,TE,San Francisco 49ers,509,0.2727272727272727,0.21212121212121213,0.30303030303030304,0.09090909090909091,0.06060606060606061,0.06060606060606061
George Kittle,TE,San Francisco 49ers,592,0.30158730158730157,0.30158730158730157,0.2698412698412698,0.047619047619047616,0.015873015873015872,0.06349206349206349
Kendrick Bourne,WR,San Francisco 49ers,280,0.2647058823529412,0.23529411764705882,0.3235294117647059,0.08823529411764706,0.0,0.08823529411764706
Pierre Garcon,WR,San Francisco 49ers,430,0.19402985074626866,0.22388059701492538,0.40298507462686567,0.1791044776119403,0.0,0.0
Marquise Goodwin,WR,San Francisco 49ers,769,0.29523809523809524,0.11428571428571428,0.2571428571428571,0.10476190476190476,0.14285714285714285,0.08571428571428572
Louis Murphy,WR,San Francisco 49ers,190,0.23529411764705882,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.058823529411764705
Aldrick Robinson,WR,San Francisco 49ers,410,0.3541666666666667,0.16666666666666666,0.2708333333333333,0.08333333333333333,0.020833333333333332,0.10416666666666667
Chris Carson,RB,Seattle Seahawks,153,0.25,0.5,0.25,0.0,0.0,0.0
Mike Davis,RB,Seattle Seahawks,175,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.0,0.0,0.0
Eddie Lacy,RB,Seattle Seahawks,86,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
Thomas Rawls,RB,Seattle Seahawks,186,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0
Jimmy Graham,TE,Seattle Seahawks,729,0.23157894736842105,0.22105263157894736,0.3894736842105263,0.06315789473684211,0.06315789473684211,0.031578947368421054
Nick Vannett,TE,Seattle Seahawks,180,0.3333333333333333,0.0,0.5333333333333333,0.0,0.06666666666666667,0.06666666666666667
Luke Willson,TE,Seattle Seahawks,329,0.13636363636363635,0.22727272727272727,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456
Doug Baldwin,WR,Seattle Seahawks,853,0.29310344827586204,0.13793103448275862,0.2672413793103448,0.1206896551724138,0.07758620689655173,0.10344827586206896
Amara Darboh,WR,Seattle Seahawks,110,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078
Tyler Lockett,WR,Seattle Seahawks,691,0.18309859154929578,0.19718309859154928,0.30985915492957744,0.11267605633802817,0.08450704225352113,0.11267605633802817
Tanner McEvoy,WR,Seattle Seahawks,81,0.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111
Paul Richardson,WR,Seattle Seahawks,817,0.375,0.1125,0.15,0.1875,0.1125,0.0625
Doug Martin,RB,Tampa Bay Buccaneers,237,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0
Charles Sims,RB,Tampa Bay Buccaneers,361,0.2978723404255319,0.2127659574468085,0.425531914893617,0.0425531914893617,0.0,0.02127659574468085
Cameron Brate,TE,Tampa Bay Buccaneers,582,0.3246753246753247,0.2597402597402597,0.2727272727272727,0.0,0.09090909090909091,0.05194805194805195
O.J. Howard,TE,Tampa Bay Buccaneers,558,0.1282051282051282,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.1282051282051282,0.1282051282051282
Mike Evans,WR,Tampa Bay Buccaneers,881,0.27205882352941174,0.19852941176470587,0.21323529411764705,0.1323529411764706,0.07352941176470588,0.11029411764705882
Chris Godwin,WR,Tampa Bay Buccaneers,437,0.23636363636363636,0.18181818181818182,0.23636363636363636,0.05454545454545454,0.16363636363636364,0.12727272727272726
Adam Humphries,WR,Tampa Bay Buccaneers,681,0.40963855421686746,0.1686746987951807,0.30120481927710846,0.060240963855421686,0.012048192771084338,0.04819277108433735
DeSean Jackson,WR,Tampa Bay Buccaneers,609,0.23333333333333334,0.06666666666666667,0.35555555555555557,0.1111111111111111,0.06666666666666667,0.16666666666666666
Derrick Henry,RB,Tennessee Titans,278,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0
DeMarco Murray,RB,Tennessee Titans,647,0.574468085106383,0.1702127659574468,0.2553191489361702,0.0,0.0,0.0
Jonnu Smith,TE,Tennessee Titans,468,0.26666666666666666,0.16666666666666666,0.4,0.1,0.0,0.06666666666666667
Luke Stocker,TE,Tennessee Titans,74,0.2,0.2,0.6,0.0,0.0,0.0
Delanie Walker,TE,Tennessee Titans,742,0.2882882882882883,0.22522522522522523,0.27927927927927926,0.07207207207207207,0.08108108108108109,0.05405405405405406
Corey Davis,WR,Tennessee Titans,517,0.35384615384615387,0.09230769230769231,0.24615384615384617,0.16923076923076924,0.07692307692307693,0.06153846153846154
Eric Decker,WR,Tennessee Titans,733,0.3253012048192771,0.1686746987951807,0.30120481927710846,0.0963855421686747,0.012048192771084338,0.0963855421686747
Rishard Matthews,WR,Tennessee Titans,749,0.3103448275862069,0.08045977011494253,0.3333333333333333,0.10344827586206896,0.11494252873563218,0.05747126436781609
Taywan Taylor,WR,Tennessee Titans,237,0.21428571428571427,0.2857142857142857,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.21428571428571427
Kapri Bibbs,RB,Washington Redskins,102,0.11764705882352941,0.35294117647058826,0.5294117647058824,0.0,0.0,0.0
Robert Kelley,RB,Washington Redskins,94,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0
Byron Marshall,RB,Washington Redskins,47,0.5,0.125,0.375,0.0,0.0,0.0
Samaje Perine,RB,Washington Redskins,339,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0
Chris Thompson,RB,Washington Redskins,338,0.35185185185185186,0.25925925925925924,0.3148148148148148,0.018518518518518517,0.0,0.05555555555555555
Vernon Davis,TE,Washington Redskins,799,0.25,0.16176470588235295,0.29411764705882354,0.1323529411764706,0.058823529411764705,0.10294117647058823
Niles Paul,TE,Washington Redskins,239,0.2,0.25,0.45,0.05,0.0,0.05
Jordan Reed,TE,Washington Redskins,234,0.2,0.3142857142857143,0.4,0.0,0.05714285714285714,0.02857142857142857
Jeremy Sprinkle,TE,Washington Redskins,53,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
Jamison Crowder,WR,Washington Redskins,670,0.20388349514563106,0.33980582524271846,0.34951456310679613,0.038834951456310676,0.038834951456310676,0.02912621359223301
Josh Doctson,WR,Washington Redskins,732,0.24358974358974358,0.20512820512820512,0.23076923076923078,0.10256410256410256,0.10256410256410256,0.11538461538461539
Ryan Grant,WR,Washington Redskins,612,0.2923076923076923,0.16923076923076924,0.3384615384615385,0.046153846153846156,0.07692307692307693,0.07692307692307693
Maurice Harris,WR,Washington Redskins,58,0.3333333333333333,0.0,0.5,0.0,0.0,0.16666666666666666
Terrelle Pryor,WR,Washington Redskins,350,0.43243243243243246,0.16216216216216217,0.24324324324324326,0.02702702702702703,0.02702702702702703,0.10810810810810811
Brian Quick,WR,Washington Redskins,70,0.125,0.25,0.5,0.0,0.0,0.125
